Station Name,State,Latitude,Longitude,Year,Total Days
CLEVELAND-HOPKINS INTERNATIONAL AP,OH,41.406,-81.852,2022,26
NWPT NEWS/WIMBURG INTL APT,VA,37.132,-76.494,2022,26
FAIRBANKS INTERNATIONAL,AK,64.803,-147.876,2022,25
HARRISBURG INTERNATIONAL AIRPORT,PA,40.196,-76.772,2022,25
WICHITA EISENHOWER NATIONAL,KS,37.648,-97.43,2022,25
RICHMOND INTERNATIONAL AIRPORT,VA,37.512,-77.323,2022,24
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WA,47.445,-122.314,2022,24
CINCINNATI/NORTHERN KENTUCKY INTL AP,KY,39.044,-84.672,2022,23
J.M.COX DAYTON INTERNATIONAL AIRPORT,OH,39.906,-84.219,2022,23
NORFOLK INTERNATIONAL AIRPORT,VA,36.904,-76.193,2022,23
PITTSBURGH INTERNATIONAL AIRPORT,PA,40.485,-80.214,2022,22
RALEIGH-DURHAM INTERNATIONAL AP,NC,35.892,-78.782,2022,22
CHARLOTTESVILLE ALBEMARLE ARPT,VA,38.137,-78.455,2022,21
WASHINGTON DULLES INTERNATIONAL AP,VA,38.935,-77.447,2022,21
YEAGER AIRPORT,WV,38.38,-81.591,2022,21
INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.725,-86.282,2022,20
PORT COLUMBUS INTERNATIONAL AIRPORT,OH,39.991,-82.877,2022,20
SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.771,-111.965,2022,20
SPOKANE INTERNATIONAL AIRPORT,WA,47.622,-117.528,2022,19
LAMBERT-ST LOUIS INTERNATIONAL AP,MO,38.752,-90.373,2022,18
WILL ROGERS WORLD AIRPORT,OK,35.388,-97.6,2022,18
CHARLOTTE/DOUGLAS INTERNATIONAL AP,NC,35.223,-80.954,2022,17
EL PASO INTERNATIONAL AIRPORT,TX,31.812,-106.377,2022,17
LOUISVILLE INTL-STANDIFORD FIELD AP,KY,38.177,-85.731,2022,17
PIEDMONT TRIAD INTERNATIONAL AIRPORT,NC,36.097,-79.943,2022,17
ANDREWS AIR FORCE BASE AIRPORT,MD,38.817,-76.867,2022,15
GREENVILLE-SPARTANBURG INTL AIRPORT,SC,34.906,-82.213,2022,15
TULSA INTERNATIONAL AIRPORT,OK,36.199,-95.878,2022,15
PORTLAND INTERNATIONAL AIRPORT,OR,45.596,-122.609,2022,14
BOISE AIR TERMINAL/GOWEN FD AIRPORT,ID,43.567,-116.241,2022,12
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,AL,34.644,-86.786,2022,12
WILMINGTON INTERNATIONAL AIRPORT,NC,34.267,-77.9,2022,12
MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.986,2022,11
NASHVILLE INTERNATIONAL AIRPORT,TN,36.111,-86.688,2022,11
MAHLON SWEET FIELD AIRPORT,OR,44.133,-123.216,2022,10
SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824,2022,10
AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,2022,9
CHARLESTON AFB/INTERNATIONAL AIRPORT,SC,32.899,-80.041,2022,9
LITTLE ROCK AFB AIRPORT,AR,34.917,-92.15,2022,9
RENO/TAHOE INTERNATIONAL AIRPORT,NV,39.508,-119.768,2022,9
DALLAS/FT WORTH INTERNATIONAL AP,TX,32.897,-97.022,2022,8
JACKSON INTERNATIONAL AIRPORT,MS,32.32,-90.078,2022,8
SAN ANTONIO INTERNATIONAL AIRPORT,TX,29.544,-98.484,2022,8
HARTSFIELD-JACKSON ATLANTA INTL AP,GA,33.63,-84.442,2022,7
MCCARRAN INTERNATIONAL AIRPORT,NV,36.072,-115.163,2022,7
BIRMINGHAM INTERNATIONAL AIRPORT,AL,33.565,-86.745,2022,6
SAVANNAH/HILTON HEAD INTL AIRPORT,GA,32.131,-81.202,2022,4
JACKSONVILLE INTERNATIONAL AIRPORT,FL,30.495,-81.694,2022,2
ONTARIO INTERNATIONAL ARPT,CA,34.053,-117.577,2022,2
ORLANDO INTERNATIONAL AIRPORT,FL,28.418,-81.324,2022,2
FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162,2022,1
G BUSH INTERCONTINENTAL AP/HOUSTON AP,TX,29.984,-95.361,2022,1
HONOLULU INTERNATIONAL AIRPORT,HI,21.324,-157.939,2022,1
LIHUE AIRPORT,HI,21.98,-159.339,2022,1
LOUIS ARMSTRONG NEW ORLEANS INTL AP,LA,29.998,-90.278,2022,1
PENSACOLA REGIONAL AIRPORT,FL,30.476,-87.186,2022,1
SACRAMENTO INTL AIRPORT,CA,38.701,-121.595,2022,1
TAMPA INTERNATIONAL AIRPORT,FL,27.963,-82.54,2022,1
TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,2022,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,CA,36.78,-119.72,2022,0
GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,2022,0
J. WAYNE APT-ORANGE CO APT,CA,33.68,-117.867,2022,0
KAHULUI AIRPORT,HI,20.889,-156.435,2022,0
LOS ANGELES INTERNATIONAL AIRPORT,CA,33.938,-118.387,2022,0
MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317,2022,0
PHOENIX SKY HARBOR INTL AIRPORT,AZ,33.428,-112.004,2022,0
SAN DIEGO INTERNATIONAL AIRPORT,CA,32.734,-117.183,2022,0
SAN FRANCISCO INTERNATIONAL AIRPORT,CA,37.62,-122.366,2022,0
SANTA BARBARA MUNICIPAL AIRPORT,CA,34.424,-119.842,2022,0
GEN E L LOGAN INTERNATIONAL AIRPORT,MA,42.361,-71.01,2023,43
PORTLAND INTERNATIONAL JETPORT AP,ME,43.642,-70.304,2023,42
BUFFALO NIAGARA INTERNATIONAL AP,NY,42.94,-78.736,2023,41
CITY OF COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689,2023,40
SYRACUSE HANCOCK INTERNATIONAL AP,NY,43.111,-76.104,2023,39
GREATER ROCHESTER INTERNATIONAL AP,NY,43.117,-77.675,2023,38
MANCHESTER AIRPORT,NH,42.93,-71.436,2023,38
THEODORE F GREEN STATE AIRPORT,RI,41.723,-71.432,2023,38
LA GUARDIA AIRPORT,NY,40.779,-73.88,2023,37
BURLINGTON INTERNATIONAL AIRPORT,VT,44.468,-73.15,2023,36
JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.764,2023,36
NEWARK LIBERTY INTERNATIONAL AP,NJ,40.683,-74.169,2023,36
ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,39.452,-74.567,2023,35
DETROIT METRO WAYNE COUNTY AIRPORT,MI,42.231,-83.331,2023,35
ALBANY INTERNATIONAL AIRPORT,NY,42.747,-73.799,2023,34
BRADLEY INTERNATIONAL AIRPORT,CT,41.937,-72.682,2023,34
ALBUQUERQUE INTL SUNPORT AIRPORT,NM,35.042,-106.615,2023,33
DENVER INTERNATIONAL AIRPORT,CO,39.847,-104.656,2023,33
TRENTON MERCER AIRPORT,NJ,40.277,-74.816,2023,33
JUNEAU INTERNATIONAL,AK,58.354,-134.556,2023,32
NORFOLK INTERNATIONAL AIRPORT,VA,36.904,-76.193,2023,32
NWPT NEWS/WIMBURG INTL APT,VA,37.132,-76.494,2023,30
PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.873,-75.227,2023,30
BALTIMORE-WASHINGTON INTL AIRPORT,MD,39.173,-76.684,2023,29
HARRISBURG INTERNATIONAL AIRPORT,PA,40.196,-76.772,2023,29
RICHMOND INTERNATIONAL AIRPORT,VA,37.512,-77.323,2023,29
RONALD REAGAN WASHINGTON NATL AP,VA,38.847,-77.035,2023,29
TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028,2023,29
WICHITA EISENHOWER NATIONAL,KS,37.648,-97.43,2023,28
CLEVELAND-HOPKINS INTERNATIONAL AP,OH,41.406,-81.852,2023,27
CHARLOTTESVILLE ALBEMARLE ARPT,VA,38.137,-78.455,2023,26
FAIRBANKS INTERNATIONAL,AK,64.803,-147.876,2023,26
GERALD R FORD INTERNATIONAL AIRPORT,MI,42.882,-85.523,2023,26
HECTOR INTERNATIONAL AIRPORT,ND,46.924,-96.812,2023,26
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MN,44.885,-93.231,2023,26
WASHINGTON DULLES INTERNATIONAL AP,VA,38.935,-77.447,2023,26
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,41.96,-87.932,2023,24
DES MOINES INTERNATIONAL AIRPORT,IA,41.534,-93.653,2023,24
GENERAL MITCHELL INTERNATIONAL AP,WI,42.955,-87.905,2023,24
JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,2023,24
AUSTIN STRAUBEL INTERNATIONAL AP,WI,44.48,-88.137,2023,23
EPPLEY AIRFIELD AIRPORT,NE,41.312,-95.902,2023,23
PITTSBURGH INTERNATIONAL AIRPORT,PA,40.485,-80.214,2023,23
CHICAGO MIDWAY INTL ARPT,IL,41.784,-87.755,2023,22
LINCOLN MUNICIPAL AIRPORT,NE,40.848,-96.765,2023,22
GALLATIN FIELD AIRPORT,MT,45.788,-111.162,2023,21
YEAGER AIRPORT,WV,38.38,-81.591,2023,21
DULUTH INTERNATIONAL AIRPORT,MN,46.844,-92.187,2023,20
EASTERN IOWA REGIONAL AIRPORT,IA,41.883,-91.725,2023,20
FORT WAYNE INTERNATIONAL AIRPORT,IN,40.972,-85.206,2023,20
J.M.COX DAYTON INTERNATIONAL AIRPORT,OH,39.906,-84.219,2023,20
TULSA INTERNATIONAL AIRPORT,OK,36.199,-95.878,2023,20
CINCINNATI/NORTHERN KENTUCKY INTL AP,KY,39.044,-84.672,2023,19
KANSAS CITY INTERNATIONAL AIRPORT,MO,39.297,-94.731,2023,19
LAMBERT-ST LOUIS INTERNATIONAL AP,MO,38.752,-90.373,2023,19
ABRAHAM LINCOLN CAPITAL AIRPORT,IL,39.845,-89.684,2023,18
EL PASO INTERNATIONAL AIRPORT,TX,31.812,-106.377,2023,18
INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.725,-86.282,2023,18
RALEIGH-DURHAM INTERNATIONAL AP,NC,35.892,-78.782,2023,18
PORT COLUMBUS INTERNATIONAL AIRPORT,OH,39.991,-82.877,2023,17
WILL ROGERS WORLD AIRPORT,OK,35.388,-97.6,2023,16
PIEDMONT TRIAD INTERNATIONAL AIRPORT,NC,36.097,-79.943,2023,15
RENO/TAHOE INTERNATIONAL AIRPORT,NV,39.508,-119.768,2023,15
SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824,2023,15
NATRONA COUNTY INTERNATIONAL AP,WY,42.898,-106.474,2023,14
ANDREWS AIR FORCE BASE AIRPORT,MD,38.817,-76.867,2023,13
DALLAS/FT WORTH INTERNATIONAL AP,TX,32.897,-97.022,2023,13
SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.771,-111.965,2023,13
BILLINGS LOGAN INTERNATIONAL AIRPORT,MT,45.807,-108.546,2023,12
LOUISVILLE INTL-STANDIFORD FIELD AP,KY,38.177,-85.731,2023,12
PORTLAND INTERNATIONAL AIRPORT,OR,45.596,-122.609,2023,12
MAHLON SWEET FIELD AIRPORT,OR,44.133,-123.216,2023,11
BOISE AIR TERMINAL/GOWEN FD AIRPORT,ID,43.567,-116.241,2023,10
CHARLOTTE/DOUGLAS INTERNATIONAL AP,NC,35.223,-80.954,2023,10
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WA,47.445,-122.314,2023,10
WILMINGTON INTERNATIONAL AIRPORT,NC,34.267,-77.9,2023,10
GREENVILLE-SPARTANBURG INTL AIRPORT,SC,34.906,-82.213,2023,9
LITTLE ROCK AFB AIRPORT,AR,34.917,-92.15,2023,9
MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.986,2023,9
JACKSON INTERNATIONAL AIRPORT,MS,32.32,-90.078,2023,8
AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,2023,7
CHARLESTON AFB/INTERNATIONAL AIRPORT,SC,32.899,-80.041,2023,7
SACRAMENTO INTL AIRPORT,CA,38.701,-121.595,2023,7
SAN FRANCISCO INTERNATIONAL AIRPORT,CA,37.62,-122.366,2023,7
SPOKANE INTERNATIONAL AIRPORT,WA,47.622,-117.528,2023,7
MCCARRAN INTERNATIONAL AIRPORT,NV,36.072,-115.163,2023,6
SAN ANTONIO INTERNATIONAL AIRPORT,TX,29.544,-98.484,2023,6
BIRMINGHAM INTERNATIONAL AIRPORT,AL,33.565,-86.745,2023,5
NASHVILLE INTERNATIONAL AIRPORT,TN,36.111,-86.688,2023,5
PHOENIX SKY HARBOR INTL AIRPORT,AZ,33.428,-112.004,2023,5
TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,2023,5
HARTSFIELD-JACKSON ATLANTA INTL AP,GA,33.63,-84.442,2023,4
SAVANNAH/HILTON HEAD INTL AIRPORT,GA,32.131,-81.202,2023,4
G BUSH INTERCONTINENTAL AP/HOUSTON AP,TX,29.984,-95.361,2023,3
GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,2023,3
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,AL,34.644,-86.786,2023,3
PENSACOLA REGIONAL AIRPORT,FL,30.476,-87.186,2023,3
FRESNO YOSEMITE INTERNATIONAL AIRPORT,CA,36.78,-119.72,2023,2
FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162,2023,2
LOS ANGELES INTERNATIONAL AIRPORT,CA,33.938,-118.387,2023,2
LOUIS ARMSTRONG NEW ORLEANS INTL AP,LA,29.998,-90.278,2023,2
ONTARIO INTERNATIONAL ARPT,CA,34.053,-117.577,2023,2
ORLANDO INTERNATIONAL AIRPORT,FL,28.418,-81.324,2023,2
SANTA BARBARA MUNICIPAL AIRPORT,CA,34.424,-119.842,2023,2
TAMPA INTERNATIONAL AIRPORT,FL,27.963,-82.54,2023,2
JACKSONVILLE INTERNATIONAL AIRPORT,FL,30.495,-81.694,2023,1
SAN DIEGO INTERNATIONAL AIRPORT,CA,32.734,-117.183,2023,1
HONOLULU INTERNATIONAL AIRPORT,HI,21.324,-157.939,2023,0
J. WAYNE APT-ORANGE CO APT,CA,33.68,-117.867,2023,0
KAHULUI AIRPORT,HI,20.889,-156.435,2023,0
LIHUE AIRPORT,HI,21.98,-159.339,2023,0
MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317,2023,0
